Date/Time,Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search
7/16/2016 8:26 PM,4900 S Blackstone,African American,Male,Lane Violation,Wrong way on one way street,Arrested by CPD for DUI and fleeing scene of accident,Arrested by CPD,No
7/17/2016 11:36 AM,5500 S Lake Park,Caucasian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
7/18/2016 1:56 AM,5800 Ellis,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
7/19/2016 7:50 PM,6050 S Woodlawn,Caucasian,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
7/20/2016 11:13 AM,5140 S Lake Park,African American,Male,Traffic Sign/Signal,Ran stop sign,One citation issued for disobeying traffic control device,Citation Issued,No
7/20/2016 8:32 PM,6300 University,African American,Male,Lane Violation,Illegal passing,N/A,Verbal Warning,No
7/20/2016 11:34 PM,6210 Kimbark,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
7/23/2016 6:03 PM,5500 S Woodlawn,African American,Male,Traffic Sign/Signal,Ran red light,Two citations issued for disobeying traffic control device and suspended license,Citation issued,No
7/24/2016 7:27 AM,5600 S Woodlawn,Caucasian,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
7/24/2016 1:07 PM,5900 S Dorchester,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
7/26/2016 7:43 AM,5300 S Woodlawn,Caucasian,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
7/26/2016 12:14 PM,5500 S Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,Two citations issued for disobeying stop sign and suspended license,Citation issued,No
7/30/2016 12:31 PM,5305 S Blackstone,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
7/30/2016 5:14 PM,5300 S Lake Park,African American,Female,Traffic Sign/Signal,Ran red light,Two citations issued for disobeying traffic signal and no insurance,Citation issued,No
8/1/2016 4:41 PM,5339 S Kimbark,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/2/2016 10:15,6300 S KIMBARK,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
8/3/2016 11:12AM,5500 S WOODLAWN,Caucasian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/4/2016 9:18 AM,5600 S Woodlawn,African American,Male,Lane Violation,Failure to signal,N/A,Verbal Warning,No
8/5/2016 12:44 AM,5600 Lake Park,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
8/6/2016 9:38 AM,5700 S Cottage Grove,African American,Male,Lane Violation,Driving in opposite lane of traffic,N/A,Verbal Warning,No
8/7/2016 2:44 AM,5400 S Blackstone,African American,Male,Equipment,Vehicle had obvious mechanical issues (unsafe vehicle),N/A,Verbal Warning,No
8/7/2016 3:17 PM,6300 S Woodlawn,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/8/2016 4:32 PM,5900 S Kenwood,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/8/2016 6:05 PM,6100 Kimbark,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/8/2016 8:10 PM,5600 Stony Island,Asian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/8/2016 11:15 PM,6200 Kimbark,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/9/2016 1:56 PM,5100 S Dorchester,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
8/9/2016 2:19 PM,4800 S Dorchester,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/10/2016 10:13 AM,5700 S Woodlawn,Asian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/10/2016 1:14 PM,6300 S Stony Island,Caucasian,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
8/10/2016 5:37 PM,4800 S Woodlawn,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/11/2016 11:11 AM,5400 S Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/11/2016 12:26 PM,6100 Cottage Grove,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/11/2016 3:34 PM,5500 S Ellis,Caucasian,Female,Lane Violation,Improper Turn,N/A,Verbal Warning,No
8/14/2016 9:27 PM,6300 Kimbark,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/15/2016 8:18 AM,5300 S Woodlawn,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/15/2016 9:00 AM,5430 S Cornell,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/16/2016 2:23 PM,1603 E 55th,African American,Male,Traffic Sign/Signal,Disobeyed Stop Sign,Two citations issued,Citation Issued,No
8/16/2016 7:18 PM,6200 S GREENWOOD,African American,Male,Traffic Sign/Signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/17/2016 11:23 PM,5300  S HARPER,African American,Male,Lane Violation,Improper passing/overtaking,Two citations issued,Citation Issued,No
8/19/2016 1:05 PM,5500 S Cottage Grove,African American,Male,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
8/19/2016 8:15 PM,1400 E 57th,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/19/2016 9:39 PM,5200 S Drexel,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/20/2016 8:10 AM,5500 S Kenwood,Hispanic,Female,Lane Violation,Illegal right turn,N/A,Verbal Warning,No
8/21/2016 11:30 AM,6225 S Kenwood,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/21/2016 3:10 PM,5500 S Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/21/2016 10:51 PM,6300 S Ellis,African American,Male,License Plate/Registration,Improper display of registration plate,N/A,Verbal Warning,No
8/24/2016 1:29 AM,5300 Lake Park,African American,Male,Traffic Sign/Signal,Ran red light,Two citations issued for disobeying traffic control device and no valid driver's license,Arrested on warrant,No
8/24/2016 5:30 PM,5489 Cornell Ave,Asian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/24/2016 5:41 PM,5489 Cornell Ave,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/25/2016 9:50 AM,5741 S Kenwood,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/25/2016 12:08 PM,6000 Stony Island,African American,Female,Lane Violation,Improper passing,N/A,Verbal Warning,No
8/25/2016 6:38 PM,5500 S Kenwood,Asian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/26/2016 1:07 PM,5400 S Ellis,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/28/2016 12:47 AM,1355 E 53rd,Caucasian,Male,Traffic Sign/Signal,Ran two stop signs,N/A,Verbal Warning,No
8/30/2016 11:56 AM,6345 S MARYLAND,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
8/30/2016 6:18 PM,5600 S ELLIS,Caucasian,Male,Lane Violation,Improper U-Turn,N/A,Verbal Warning,No
8/30/2016 9;21 PM,5200 S BLACKSTONE,Caucasian,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
8/30/2016 11;56 PM,5300 S DORCHESTER,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/31/2016 3:40 PM,5600 S ELLIS,Caucasian,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/2/2016 4:54 PM,5759 S Kimbark,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/2/2016 11:38 PM,5700 S Blackstone,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/3/2016 12:02 PM,5600 S Ellis,Hispanic,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/3/2016 1:53 PM,5555 S Woodlawn,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/4/2016 2:56 PM,4900 S Dorchester,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/4/2016 9:50 PM,5300 S Harper,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/5/2016 1:38 AM,5500 S Woodlawn,Hispanic,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
9/7/2016 4:40 PM,5530 S Ellis,Caucasian,Female,Traffic Sign/Signal,Ran stop sign,One citation issued for disobeying traffic control device,Citation issued,No
9/8/2016 8:40 AM,5500 S Greenwood,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
9/8/2016 4:06 PM,1301 E 57th ,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/8/2016 4:17 PM,5500 S Kimbark,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/10/2016 10:53 AM,1100 E Midway Plaisance,African American,Male,Speed,Speeding,Two citations issued for speeding and suspended DL,Citation issued,No
9/12/2016 12:35 PM,1406 E 53rd,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/13/2016 2:43 AM,5600 S Ellis,Hispanic,Male,Traffic Sign/Signal,Ran stop sign,Two citations issued for disobeying traffic control device and no valid driver's license,Citation issued,No
9/16/2016 9:00 AM,850 E Midway Plaisance,African American,Male,Traffic Sign/Signal,Failed to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/16/2016 4:46 PM,5700 S Kimbark,Caucasian,Male,Seatbelt,R/O observed small child hanging out of rear window,N/A,Verbal Warning,No
9/16/2016 4:51 PM,5700 S Kenwood,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/19/2016 4:28 PM,945 E 52nd ,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/19/2016 5:02 PM,5500 S Woodlawn,Asian,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/19/2016 6:34 PM,6000 Dorchester,African American,Female,Traffic Sign/Signal,Ran stop sign,Two citations issued for disobeying traffic control device and suspended license,Citation Issued,No
9/21/2016 2:05 PM,5430 S Lake Park,African American,Male,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
9/21/2016 4:49 PM,5700 S University,Caucasian,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/21/2016 9:48 PM,5500 S Cottage Grove,African American,Male,Lane Violation,Improper passing,N/A,Verbal Warning,No
9/22/2016 8:15 AM,1155 E Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
9/22/2016 8:31 AM,1200 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
9/22/2016 8:55 AM,1200 E Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
9/22/2016 1:54 PM,5700 S Blackstone,African American,Female,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
9/25/16 7:23 AM,6300 S Kimbark,African American,Male,Lane Violation,Wrong way on one way road,Two citations issued for wrong way on one way street and no insurance,Citation Issued,No
9/25/16 5:18 PM,5240 S Kenwood,Caucasian,Male,Lane Violation,Improper U-Turn,N/A,Verbal Warning,No
9/25/16 7:57 PM,1463 E 55th,Asian,Male,Lane Violation,Wrong way on one way road,N/A,Verbal Warning,No
9/26/2016 8:52 AM,1155 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
9/26/2016 9:04 AM,Woodlawn and Midway Plaisance,Caucasian,Male,Speed,Speeding,N/A,Verbal Warning,No
9/26/2016 9:22 AM,6000 S Woodlawn,Hispanic,Female,Speed,Speeding,N/A,Verbal Warning,No
9/27/2016 8:51 AM,1255 E Midway Plaisance,African American,Female,Speed,Speeding,Two citations issued for speeding and suspended DL,Citation Issued,No
9/27/2016 11:36 AM,6300 S Drexel,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
9/27/2016 5:06 PM,5500 S Ellis,Caucasian,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
9/27/2016 7:47 PM,6200 S Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,Two citations issued for disobeying traffic control device and revoked driver's license,Verbal Warning,No
9/28/2016 4:51 PM,5400 Woodlawn,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/30/2016 10:39 AM,1318 S 51st,Caucasian,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
10/1/2016 9:41 PM,5400 S Hyde Park,African American,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
10/2/2016 9:01 AM,6026 S Dorchester,Asian,Female,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
10/2/2016 6:05 PM,1359 E 52nd,American Indian/Alaskan Native,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/2/2016 7:40 PM,E/B Midway Plaisance & Woodlawn,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/3/2016 9:00 AM,930 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
10/3/2016 9:45 AM,930 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
10/3/2016 1:20 PM,832 E Midway,African American,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
10/5/2016 12:17 AM,5900 Woodlawn,African American,Male,Traffic Sign/Signal,Ran stop sign,Two citations issued for disobeying traffic control device and suspended license,Citation issued,No
10/6/2015 8:10 PM,6000 S Drexel,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/8/2016 10:24 PM,5500 Dorchester,Hispanic,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
10/9/2016 8:10 PM,6300 Stony Island,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
10/10/2016 8:28 AM,5500 S University,Caucasian,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
10/10/2016 10:15 PM,Midway Plaisance and Cottage Grove,African American,Male,Equipment,Equipment malfunction (alarm),N/A,Verbal Warning,No
10/13/2016 2:34 PM,900 E Midway,African American,Male,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
10/14/2016 11:38 AM,855 E 58th,Caucasian,Female,Lane Violation,Illegal turn in front of CTA bus,N/A,Verbal Warning,No
10/15/2016 1:13 AM,5100 S East End,Caucasian,Male,Lane Violation,Failure to signal,N/A,Verbal Warning,No
10/15/2016 9:34 AM,5800 S Woodlawn,Caucasian,Female,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/15/2016 12:31 PM,6000 S Woodlawn,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
10/16/2016 12:04 PM,5100 S Kenwood,African American,Male,Lane Violation,Failure to signal,N/A,Verbal Warning,No
10/16/2016 4:27 PM,5900 S Cottage Grove,African American,Male,Traffic Sign/Signal,Ran red light,Two citations issued for disobeying traffic control device and suspended license,Citation Issued,No
10/17/2016 9:44 PM,5000 Drexel,African American,Female,Traffic Sign/Signal,Ran red light,N/A,Verbal Warning,No
10/18/2016 10:24 AM,5700 S Kenwood,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/20/2016 3:18 PM,5300 S Woodlawn,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
10/20/2016 7:38 PM,5500 S University,African American,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
10/22/2016 2:57 PM,5727 S Dorchester,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/22/2016 5:04 PM,5408 S Ellis,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
10/30/2016 11:24 AM,5700 S Kenwood,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/30/2016 12:16 PM,5100 S Dorchester,African American,Male,Traffic Sign/Signal,Ran stop sign,One citation issued for disobeying traffic control device,Citation Issued,No
11/1/2016 9:00 PM,52nd and Drexel,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/2/2016 11:50 AM,5900 S Woodlawn,Caucasian,Female,Equipment,No license plate,N/A,Verbal Warning,No
11/2/2016 3:27 PM,1216 E Hyde Park Blvd,Hispanic,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
11/3/2016 12:09 AM,5500 S Cottage Grove,African American,Female,Lane Violation,Improper passing of CTA bus,N/A,Verbal Warning,No
11/3/2016 4:21 PM,1174 E 57th ,African American,Male,Traffic Sign/Signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/3/2016 4:43 PM,5100 S Kenwood,Caucasian,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
11/4/2016 10:41 AM,1407 E 60th ,Caucasian,Male,Moving Violation - Other,Failure to yield right of way,N/A,Verbal Warning,No
11/5/2016 5:47 PM,6100 Dorchester,Caucasian,Female,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
11/7/2016 8:34 AM,1130 Midway Plaisance,Caucasian,Female,Speed,Speeding,N/A,Verbal Warning,No
11/8/2016 8:17 AM,5700 S Stony Island,African American,Female,Traffic Sign/Signal,Disobeyed lawful order from school crossing guard,Two citations issued for disobeying lawful order from school crossing guard and no insurance,Citation Issued,No
11/9/2016 8:51 AM,5700 S Stony Island,African American,Male,Moving Violation - Other,Went around traffic stopped for school crossing guard,N/A,Verbal Warning,No
11/9/2016 4:29 PM,930 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
11/10/2016 7:30 AM,6400 S UNIVERSITY,African American,Male,Moving Violation - Other,Failure to yield,N/A,Verbal Warning,No
11/11/2016 8:41 AM,964 E 59th,Caucasian,Female,Speed,Speeding,N/A,Verbal Warning,No
11/11/2016 8:57 AM,860 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
11/11/2016 9:08 AM,796 E Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
11/11/2016 9:23 AM,796 E Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
11/11/2016 1:36 PM,1221 E 57th ,African American,Male,Traffic Sign/Signal,Ran red light,Two citations issued for disobeying traffic control device and no valid driver's license,Citation issued,No
11/11/2016 3:46 PM,1130 E 59th,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
11/11/2016 9:19 PM,5500 S Everett,African American,Female,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,N/A,Verbal Warning,No
11/12/2016 8:07 PM,5900 S Cottage Grove,African American,Female,Lane Violation,Improper passing,N/A,Verbal Warning,No
11/12/2016 9:53 PM,5223 S Lake Park,African American,Male,Traffic Sign/Signal,Ran stop sign,Arrested for DUI,Arrested,Yes
11/13/2016 12:31 PM,5300 S Kenwood,African American,Male,Traffic Sign/Signal,Ran stop sign,N/A,Verbal Warning,No
